Sector,Dep,Impactado,Saldo,Desembolso_mes,Saldo Promedio,Deuda Sistea,Pasivo,Turismo,Sector de Impacto,Venta,Venta Formal,Pasivo_desembolso,Deuda rezagada va,Deuda rezagada vr,pasivo rezagada va,pasivo rezagada vr,Pasivo_desembolso da,Pasivo_desembolso dr
COMERCIO,Ucayali,1,145482.349,0,48494.11634,126112.66,2558.31,0,4,75020,4315,2528.565,-20906.72,-0.142203837,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,169674.2743,0,56558.09142,64242.67,1420.13,0,1,40600,2810,1420.13,4355.23,0.072723596,-168708.9,-0.99165263,-168708.9,-0.99165263
COMERCIO,Junín,1,184550.8177,0,61516.93924,71185.08,2558.31,0,3,52300,0,2528.565,-2476.01,-0.03361354,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Arequipa,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,1031984.221,0,343994.7404,410308.41,8346.24,0,2,76055,0,8346.24,-4181.28,-0.010087778,-8494.62,-0.504405357,-8494.62,-0.504405357
COMERCIO,Tumbes,1,258740.5737,0,86246.8579,161572.14,2558.31,0,1,52000,0,2528.565,-2202.97,-0.013451189,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Tacna,1,811363.5958,0,270454.532,372295.35,2558.31,0,4,19900,7897.33,2528.565,-1196.64,-0.003203924,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Junín,1,195237.7853,0,65079.26177,211221.2,2157.13,0,4,92070,5000,2157.13,-5141.24,-0.023762165,-694.2,-0.24346533,-694.2,-0.24346533
SERVICIO,Ica,1,1228067.564,0,409355.8548,1355184.68,23272.01,1,4,151600,131635,23272.01,-36935.45,-0.026531798,-55385.64,-0.704135453,-55385.64,-0.704135453
SERVICIO,Lima,1,1199488.329,0,399829.4431,133807.19,1009.05,1,4,73400,14951.25,1009.05,-8.00E+05,-0.856707903,-42449.23,-0.97678118,-42449.23,-0.97678118
SERVICIO,Arequipa,1,3505972.162,0,1168657.387,1285029.5,10113.3,1,4,92677.5,59938,10113.3,7488.9,0.005861966,-104261.17,-0.911577295,-104261.17,-0.911577295
SERVICIO,Cajamarca,1,70541.20308,0,23513.73436,91442.41,3420.65,1,4,24050,19870.67,3420.65,-1523.42,-0.016386881,-8538.35,-0.713968559,-8538.35,-0.713968559
INDUSTRIA,Lima,1,271849.1964,0,90616.39879,170407.61,335.93,0,3,55100,0,335.93,-8138.89,-0.045584148,-22218.02,-0.985105491,-22218.02,-0.985105491
COMERCIO,Lima,1,409518.0033,0,136506.0011,138140.6,10865.41,0,3,58240,30005.92,10865.41,-3318.61,-0.023459837,-35333.19,-0.764810838,-35333.19,-0.764810838
COMERCIO,Áncash,1,207144.8906,0,69048.29686,109378.97,2558.31,0,3,40600,5000,2528.565,-2912.48,-0.025936792,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,839949.7568,0,279983.2523,274390.5,10894.62,1,4,164344,164408.58,10894.62,-7939.91,-0.028122759,-26062.74,-0.705211087,-26062.74,-0.705211087
SERVICIO,La Libertad,1,806794.2526,0,279011.7753,265736.46,4108.72,0,4,20050,907,4108.72,-60476.34,-0.185389231,-137135.94,-0.970910617,-137135.94,-0.970910617
SERVICIO,Ucayali,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Arequipa,1,191347.5947,0,63782.53157,66570.38,58059.53,0,4,60002,54141.67,58059.53,725.89,0.011024309,17468.31,0.430347006,17468.31,0.430347006
SERVICIO,Tumbes,1,591145.7578,0,197048.5859,208122.48,0,0,3,60800,12460.75,0,-1668.62,-0.007953722,-140,-1,-140,-1
COMERCIO,Arequipa,1,112513.6185,0,37504.5395,290909.55,2567.77,0,4,69500,8333,2567.77,-2843.31,-0.009679259,-2832.42,-0.524503767,-2832.42,-0.524503767
COMERCIO,Tacna,1,42999.67283,0,14333.22428,14617.7,2558.31,0,3,68000,5000,2528.565,-823.92,-0.053357096,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Arequipa,1,169537.0164,0,56512.3388,238363.32,495.31,0,4,57450,11814,495.31,808.44,0.003403172,-8585,-0.945452303,-8585,-0.945452303
SERVICIO,Cajamarca,1,243696.1277,0,81232.04257,125687.55,2000.01,0,3,60001,0,2000.01,-82.02,-0.000652145,1517.61,3.145957711,1517.61,3.145957711
COMERCIO,Lima,1,104430.421,0,34810.14034,245759.84,1316.41,0,4,18270,8000,1316.41,-2931.73,-0.011788618,-1207.79,-0.478484272,-1207.79,-0.478484272
COMERCIO,Lima,1,3383703.891,0,1127901.297,1377955.55,2558.31,0,4,205300,25855,2528.565,-10732.43,-0.007728468,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,San Martín,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,222696.3683,0,74232.12275,107415.81,9534.05,0,3,102244.2,116637.67,9534.05,-18011.38,-0.143600283,-26581.72,-0.736014212,-26581.72,-0.736014212
COMERCIO,Lambayeque,1,153552.0522,0,51184.01741,56927.1,0,0,4,15690,14320.33,0,3601.36,0.067535115,-0.17,-1,-0.17,-1
COMERCIO,Lima,1,43651.82789,0,14550.6093,14743.98,2558.31,0,3,37000,5000,2528.565,-553.05,-0.036154077,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Áncash,1,6221.04575,0,2073.681917,2070.88,0.15,0,3,12025,2438.33,0.15,0,0,-0.18,-0.545454545,-0.18,-0.545454545
COMERCIO,Tacna,1,248017.3305,0,82672.44349,431303.67,0.66,0,3,50000,6619,0.66,1459.62,0.003395697,-1800.42,-0.999633553,-1800.42,-0.999633553
COMERCIO,San Martín,1,447971.7325,0,149323.9109,187004.84,291369.67,0,3,79730,24724.92,291369.67,-699.38,-0.003725968,-256316.83,-0.467999175,-256316.83,-0.467999175
COMERCIO,Lambayeque,1,396630.7828,0,132210.2609,179977.52,39806.93,0,4,45780,5000,39806.93,137.49,0.000764513,-190463.28,-0.827129484,-190463.28,-0.827129484
COMERCIO,La Libertad,1,1038131.2,0,346043.7332,348569.08,6611.7,0,4,86860,15782.67,6611.7,363.07,0.001042687,-9450.75,-0.588375372,-9450.75,-0.588375372
COMERCIO,Lima,1,687596.1456,0,229198.7152,469440.95,9369.98,0,3,405910,33045.33,9369.98,-20596.86,-0.042031165,-4150.27,-0.306966957,-4150.27,-0.306966957
SERVICIO,Lambayeque,1,1610075.483,0,536691.8277,539424.35,1451.05,1,4,66150,15702.67,1451.05,-2375.6,-0.004384644,-1862.06,-0.562027823,-1862.06,-0.562027823
COMERCIO,Lima,1,1727783.873,0,575927.9576,575870.41,2004.9,0,3,90450,13000,2004.9,-12077.95,-0.020542535,-26600.77,-0.929912496,-26600.77,-0.929912496
COMERCIO,La Libertad,1,119384.8412,0,39794.94706,55812.04,770.01,0,3,18840,0,770.01,777.5,0.014127492,-7204.91,-0.903446053,-7204.91,-0.903446053
COMERCIO,Ayacucho,1,5809.92083,0,1936.640277,50587.12,4.35,0,3,69500,8333,4.35,-443.19,-0.008684838,-59262.34,-0.999926603,-59262.34,-0.999926603
COMERCIO,Lambayeque,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Áncash,1,103930.9343,0,34643.64477,82332.38,0,0,3,28225,5000,0,-1182.97,-0.014164701,-6970.02,-1,-6970.02,-1
COMERCIO,Lima,1,408587.1845,0,136195.7282,258219.4,0,0,3,84580,5382.33,0,-9655.7,-0.03604553,-1929.75,-1,-1929.75,-1
INDUSTRIA,Arequipa,1,235632.9115,0,78544.30383,109255.74,2558.31,0,3,22800,0,2528.565,3630.71,0.034373576,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,570269.1775,0,190089.7258,684422.7,15600.44,0,4,250040,112640.08,15600.44,40153.27,0.062323724,8221.99,1.114324824,8221.99,1.114324824
COMERCIO,Pasco,1,115850.3449,0,57925.17247,99868.84,260.01,0,1,25535,0,260.01,1031.7,0.010438384,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Áncash,1,1963347.236,0,654449.0788,723880.25,2558.31,0,3,144650,334,2528.565,3180.83,0.004413532,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,96828.33161,0,32276.11054,1443791.85,49782.04,1,4,222339.5,202898.75,49782.04,-6590.8,-0.00454418,-27603.94,-0.356704664,-27603.94,-0.356704664
COMERCIO,Lima,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,217512.7049,0,72504.23496,117837.03,0,0,3,44000,16713.67,0,10540.19,0.098233928,-34884.55,-1,-34884.55,-1
SERVICIO,Piura,1,623101.5011,0,207700.5004,260599.87,2558.31,1,4,28770,4800,2528.565,-10098.63,-0.037305822,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Áncash,1,139370.5282,0,46456.84272,47765.18,2311.04,0,3,15147,3958,2311.04,-3773.17,-0.07321092,99.91,0.045185041,99.91,0.045185041
COMERCIO,Lima,1,133091.4285,0,44363.80951,43515.24,0.45,0,3,53400,5000,0.45,-2639.42,-0.057186425,-0.58,-0.563106796,-0.58,-0.563106796
SERVICIO,Cajamarca,1,792369.5646,0,264123.1882,266484.54,2558.31,1,4,48480,5000,2528.565,-4866.92,-0.017935853,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,240703.7931,0,80234.59771,149361.84,545.78,0,4,65114,34927.67,545.78,-3597.35,-0.023518365,-2022.68,-0.787506911,-2022.68,-0.787506911
INDUSTRIA,Lima,1,1528078.956,0,509359.652,630288.96,7300.17,0,3,140400,54571.92,7300.17,-12667.26,-0.01970159,-49767.34,-0.872078351,-49767.34,-0.872078351
SERVICIO,Lima,1,269616.2617,0,89872.08724,118162.07,0,0,4,90000,0,0,-327.18,-0.002761263,0,-0.550923754,0,-0.543144434
SERVICIO,Ayacucho,1,218180.4846,0,72726.82821,137834.18,2558.31,0,4,67400,0,2528.565,-12185.61,-0.081226683,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,235461.7358,0,78487.24526,109579.17,0,0,1,40300,3501,0,6066.39,0.058605227,0,-0.550923754,0,-0.543144434
COMERCIO,Lima,1,3368590.779,0,1122863.593,1297638.17,80987.19,0,3,280800,47805.33,80987.19,-27950.61,-0.02108543,-17048.66,-0.173902302,-17048.66,-0.173902302
COMERCIO,Lima,1,92642.46966,0,30880.82322,32413.48,421.44,0,4,48802,0,421.44,-383.17,-0.011683205,-48.12,-0.102478916,-48.12,-0.102478916
SERVICIO,Áncash,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,214513.4565,0,71504.4855,312211.3,100,0,4,136000,2138.67,100,-7921.97,-0.02474585,-36369,-0.997257945,-36369,-0.997257945
SERVICIO,Junín,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Loreto,1,1172940,0,390980,393261.55,2558.31,0,4,77740,31816,2528.565,10212.1,0.026660004,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,San Martín,1,769987.6669,0,256662.5556,258076.42,4327.5,0,4,38800,11332.67,4327.5,5064.88,0.020018375,4007.5,12.5234375,4007.5,12.5234375
COMERCIO,Lima,1,1357573.054,0,452524.3514,454563.35,5553.39,0,3,88775,56679.75,5553.39,-2596.88,-0.005680459,3193.95,1.353689859,3193.95,1.353689859
COMERCIO,Loreto,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Áncash,1,253996.744,0,84665.58134,133843.35,0.19,0,2,36800,0,0.19,-4330.04,-0.031337727,-5999.99,-0.999968334,-5999.99,-0.999968334
COMERCIO,Lima,1,244483.8311,0,81494.61037,280693.14,2850.54,0,3,85310,2252.33,2850.54,-5904.51,-0.020602088,840.54,0.418179105,840.54,0.418179105
INDUSTRIA,Lima,1,72006.5161,0,24002.17203,28129.96,0,0,4,46332,0,0,4463.97,0.188623844,-8000.17,-1,-8000.17,-1
SERVICIO,Lima,1,237547.646,0,79182.54867,156446.97,2558.31,0,1,69500,8333,2528.565,2946.97,0.019198502,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Lima,1,683484.3451,0,227828.115,555171.72,2558.31,0,3,84600,8552.33,2528.565,-3890.18,-0.006958407,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Arequipa,1,61011.36713,0,20337.12238,203876.76,0,0,3,62500,32500,0,35833.34,0.213238579,-100.01,-1,-100.01,-1
SERVICIO,Lima,1,236043.6702,0,78681.2234,81073.78,5231.14,0,4,109736,4472.33,5231.14,-5896.85,-0.067802774,5207.6,221.2234495,5207.6,221.2234495
SERVICIO,Áncash,1,577714.2387,0,192571.4129,206718.85,1235.31,0,4,71900,6174,1235.31,-2855.38,-0.013624671,1117.93,9.524024536,1117.93,9.524024536
SERVICIO,Junín,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,23191.36228,0,11595.68114,93174.95,2558.31,1,4,18148,0,2528.565,-2770.19,-0.028872645,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,49901.91336,0,16633.97112,62587.9,1675.01,0,3,69500,8333,1675.01,1504.02,0.024622208,-3605.02,-0.68276506,-3605.02,-0.68276506
COMERCIO,Lima,1,290663.8316,0,96887.94388,133344.33,2558.31,0,3,104600,76792,2528.565,-23462.45,-0.149626502,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Huánuco,1,2408583.263,0,802861.0876,1373345.22,2558.31,0,4,177400,11258.67,2528.565,-6728.59,-0.004875529,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Lima,1,197315.154,0,65771.71798,156518.6,6278.1,0,3,96750,0,6278.1,-20930.42,-0.117951736,-123425.67,-0.951596627,-123425.67,-0.951596627
COMERCIO,Lima,1,516200.418,0,172066.806,173036.38,15222.23,0,3,97080,36271.25,15222.23,-21320.84,-0.109699243,-29152.71,-0.656963367,-29152.71,-0.656963367
COMERCIO,Arequipa,1,255562.6744,0,85187.55813,204973.85,0.02,0,4,60000,6366.67,0.02,-6778.78,-0.032012731,-401.25,-0.999950158,-401.25,-0.999950158
COMERCIO,Lima,1,260280.8003,0,86760.26677,87970.68,2558.31,0,4,65825,2318.33,2528.565,1351.6,0.015603952,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lambayeque,1,256789.7798,0,85596.59327,281183.39,2558.31,0,4,104598,0,2528.565,-26170.81,-0.085148698,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Arequipa,1,234093.956,0,78031.31866,102458.18,683.65,0,3,36005,7500,683.65,1362.75,0.013479838,683.62,22787.33333,683.62,22787.33333
COMERCIO,Arequipa,1,130595.3533,0,43531.78445,84990.8,2558.31,0,3,31392,2868,2528.565,-7036.32,-0.0764592,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Áncash,1,1433623.783,0,477874.5944,496865.72,668,0,4,64250,8000,668,4036.09,0.008189625,-38842,-0.983092888,-38842,-0.983092888
COMERCIO,San Martín,1,155783.6536,0,51927.88452,148415.65,2558.31,0,3,17350,0,2528.565,-4775.25,-0.031171891,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Lima,1,826321.0112,0,275440.3371,483092.05,976.5,0,3,164550,13938.67,976.5,20481.94,0.044274735,-17578.5,-0.947372676,-17578.5,-0.947372676
COMERCIO,Madre de Dios,1,268912.1102,0,89637.37008,221915.48,2558.31,0,4,83000,3792.67,2528.565,10556.81,0.049947372,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Huánuco,1,293518.9804,0,97839.66013,289923.2,2558.31,0,3,15350,0,2528.565,4546.09,0.015930114,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Apurímac,1,738490.313,0,246163.4377,263943.35,78.31,0,4,141750,666.67,78.31,-10534.27,-0.03837934,-5167.19,-0.985071013,-5167.19,-0.985071013
INDUSTRIA,Lambayeque,1,2374819.85,0,791606.6167,792110.93,15.88,0,3,112700,8000,15.88,-2999.16,-0.003772006,-1.49,-0.085780081,-1.49,-0.085780081
SERVICIO,Tumbes,1,324239.8771,0,108079.9591,234176.6,1326.55,0,4,140222,42957,1326.55,-16030.93,-0.064070534,509.52,0.623624592,509.52,0.623624592
COMERCIO,Ucayali,1,156485.0719,0,52161.69063,51076.22,2558.31,0,3,70000,0,2528.565,-4937.37,-0.08814593,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,La Libertad,1,100222.1512,0,33407.38372,33821.37,2558.31,0,4,95400,0,2528.565,-1221.58,-0.034859508,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,260039.6196,0,86679.87319,114361.2,7.66,1,4,81200,5000,7.66,-7023.37,-0.057860484,-22493.65,-0.999659575,-22493.65,-0.999659575
COMERCIO,San Martín,1,909779.6473,0,303259.8824,439115.08,2558.31,0,4,90805,18233.67,2528.565,-9093.02,-0.020287496,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lambayeque,1,244770.4996,0,81590.16654,173789.77,2558.31,0,1,94500,186.33,2528.565,1629.85,0.00946707,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,33469.25845,0,11156.41948,114172.81,0,0,3,69500,8333,0,-528.58,-0.004608314,-4230,-1,-4230,-1
COMERCIO,Tacna,1,225956.5283,0,75318.84276,89359.48,2558.31,0,3,55715,0,2528.565,-318.87,-0.003555708,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Junín,1,80280.84973,0,26760.28324,35949.54,0.1,0,4,15040,0,0.1,284.07,0.007964847,-2000.08,-0.999950004,-2000.08,-0.999950004
SERVICIO,Lima,1,245030.0073,0,81676.66908,227240.45,3309.98,0,3,49500,25515.33,3309.98,5209.17,0.023461424,-4788.31,-0.591274207,-4788.31,-0.591274207
COMERCIO,Piura,1,328682.6855,0,109560.8952,473430.79,651,0,3,151140,138060,651,-13560.45,-0.027845367,651,-0.550923754,651,-0.543144434
COMERCIO,Lima,1,239942.3694,0,79980.78981,287817.51,2558.31,0,3,160745,72731.42,2528.565,-21786.17,-0.07036793,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Áncash,1,258599.4336,0,86199.8112,126925.77,2558.31,0,4,35160,0,2528.565,1769.78,0.014140594,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Huánuco,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Áncash,1,101999.9774,0,33999.99247,51589.36,440.28,0,3,69500,8333,440.28,-211.61,-0.004085059,0.03,6.81E-05,0.03,6.81E-05
INDUSTRIA,Lima,1,693640.5633,0,231213.5211,231168.62,2001.92,0,3,171000,41292,2001.92,-3391.59,-0.014459358,-2920.05,-0.593268549,-2920.05,-0.593268549
INDUSTRIA,La Libertad,1,290096.3749,0,96698.79162,225333.43,0.06,0,1,20400,0,0.06,2933.52,0.013190293,-532.97,-0.999887436,-532.97,-0.999887436
SERVICIO,Puno,1,2577391.9,0,859130.6332,881997.44,0,0,2,87721,666.67,0,-842.36,-0.000954148,-220.01,-1,-220.01,-1
COMERCIO,La Libertad,1,1199307.736,0,399769.2452,442826.73,2091.01,0,3,76560,20811.92,2091.01,9166.02,0.021136386,-6948.31,-0.768676184,-6948.31,-0.768676184
COMERCIO,Lima,1,124581.5167,0,41527.17225,62598.62,2558.31,0,3,14000,4500,2528.565,1243.35,0.020264763,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Apurímac,1,1493714.182,0,497904.7273,497635.74,2558.31,0,4,55100,8000,2528.565,-807.15,-0.001619343,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Lima,1,340841.9516,0,113613.9839,113580.51,500.06,0,3,52235,33383.67,500.06,-4370.07,-0.037050009,500.03,16667.66667,500.03,16667.66667
SERVICIO,Lima,1,1100587.44,0,366862.48,369758.43,2558.31,0,3,32000,11631.75,2528.565,-4876.69,-0.013017173,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Apurímac,1,526298.332,0,175432.7773,395375.18,2390.9,0,3,120000,25563.33,2390.9,92989.4,0.30751909,-35225.22,-0.936439484,-35225.22,-0.936439484
SERVICIO,Cajamarca,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Huánuco,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Cusco,1,108923.9336,0,36307.97786,350598.63,2558.31,0,3,74780,5000,2528.565,-540.24,-0.001538537,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Tumbes,1,286853.6202,0,95617.8734,139936.82,0.19,0,3,132300,3601.67,0.19,-7547.08,-0.05117223,-7471.29,-0.99997457,-7471.29,-0.99997457
COMERCIO,Cusco,1,113003.0887,0,37667.69624,88787.75,2558.31,0,4,40350,0,2528.565,-1623.99,-0.017962158,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Áncash,1,157841.5735,0,52613.85783,83327.86,320.01,1,4,50100,5000,320.01,13300.62,0.189934945,-680.01,-0.6799964,-680.01,-0.6799964
INDUSTRIA,Lima,1,457847.9005,0,152615.9668,161879.66,2558.31,0,3,69500,8333,2528.565,-39319.74,-0.195426726,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Piura,1,565559.4532,0,188519.8177,253814.74,12950.96,0,4,109770,5000,12950.96,-6609.67,-0.025380378,-2050.77,-0.136702234,-2050.77,-0.136702234
SERVICIO,Puno,1,145771.7879,0,48590.59598,59190.48,2558.31,0,4,49890,5000,2528.565,-2776.12,-0.044800263,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Moquegua,1,769487.2924,0,256495.7641,329303.12,4355.52,0,3,85400,53707.67,4355.52,10979.95,0.034493091,-3687.38,-0.458463987,-3687.38,-0.458463987
COMERCIO,Lima,1,889167.4643,0,296389.1548,341515.82,12378.39,0,4,505600,116916.67,12378.39,-94786.11,-0.21724889,-43354.49,-0.777897894,-43354.49,-0.777897894
COMERCIO,Tumbes,1,215998.1286,0,71999.37618,236946.28,23.93,0,1,356800,0,23.93,34218.32,0.168789347,23.92,2392,23.92,2392
SERVICIO,Áncash,1,554228.7337,0,184742.9113,188964.26,2558.31,0,4,34740,4555.33,2528.565,9134.72,0.050796549,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,La Libertad,1,1372692.211,0,457564.0702,645453.5,5645.95,0,4,285100,172376.08,5645.95,-13819.01,-0.020960998,-10032.63,-0.639894047,-10032.63,-0.639894047
COMERCIO,Arequipa,1,948970.1107,0,369811.2958,1183014.93,310,0,3,208565,252109.08,310,-59970.58,-0.048247208,-252207.38,-0.998772362,-252207.38,-0.998772362
COMERCIO,Piura,1,886142.8963,0,295380.9654,424532.15,112.92,0,4,91650,1724.33,112.92,-4084.5,-0.009529494,112.89,3763,112.89,3763
INDUSTRIA,Lima,1,579405.0097,0,193135.0033,217248.08,772.76,0,3,72100,5000,772.76,-1086.06,-0.004974302,-258.89,-0.250947511,-258.89,-0.250947511
SERVICIO,Lima,1,1079036.359,0,359678.7864,358464.06,5403.4,1,4,54110,2618.25,5403.4,-3356.31,-0.009276178,-9397.61,-0.634930319,-9397.61,-0.634930319
COMERCIO,Junín,1,52400.63041,0,17466.8768,626.57,2558.31,0,3,60000,0,2528.565,-50520.94,-0.987749746,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Tacna,1,58865.2786,0,29432.6393,117591.46,2558.31,0,3,80840,730.44,2528.565,26114.88,0.285481595,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Piura,1,374113.7312,0,124704.5771,124741.13,2558.31,0,3,35950,14269.5,2528.565,2453.99,0.020067441,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Junín,1,120062.3727,0,40020.7909,59487.55,3.77,0,4,39040,39040,3.77,-33525.08,-0.360435782,-0.38,-0.091566265,-0.38,-0.091566265
SERVICIO,Lima,1,1173178.941,0,391059.647,411082.07,1894.65,1,4,56160,6536.67,1894.65,13616.37,0.034257975,-4733.76,-0.71416222,-4733.76,-0.71416222
COMERCIO,Arequipa,1,14621.29141,0,4873.763803,14052.94,2558.31,0,1,14009,0,2528.565,-506.78,-0.034806988,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lambayeque,1,283037.3125,0,94345.77084,94488.26,2155.9,0,4,28050,17911.33,2155.9,-2365.48,-0.024423218,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lambayeque,1,161721.4223,0,53907.14077,690880.05,3004.93,0,3,92150,14462,3004.93,13016.76,0.019202633,-39516.36,-0.929331166,-39516.36,-0.929331166
COMERCIO,Lambayeque,1,142343.4616,0,47447.82054,218889.43,2558.31,0,1,73485,0,2528.565,-1330,-0.006039431,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Piura,1,79039.29305,0,26346.43102,29081.89,1670.28,0,4,54322,5000,1670.28,-1434.85,-0.047018456,-629.86,-0.273835506,-629.86,-0.273835506
SERVICIO,Lambayeque,1,30421.56491,0,10140.52164,93867.34,8554.83,0,3,32500,10022.67,8554.83,-76483.67,-0.448976909,1957.13,0.296638222,1957.13,0.296638222
SERVICIO,San Martín,1,119118.3856,0,39706.12852,753386.87,10031.6,1,4,18000,14216.67,10031.6,150999.64,0.250668727,6181.56,1.605583319,6181.56,1.605583319
COMERCIO,Lima,1,403275.9329,0,134425.311,373648.07,29120.43,0,4,75310,10714.42,29120.43,9300.73,0.025527097,2051.43,0.075785216,2051.43,0.075785216
COMERCIO,Lima,1,282106.7507,0,94035.58355,304099.53,2944.34,0,4,70600,0,2944.34,4372.55,0.014588443,-9380.54,-0.76110599,-9380.54,-0.76110599
COMERCIO,Lima,1,19103.53806,0,6367.84602,102368.52,0.01,0,4,36008,1079.17,0.01,-870.08,-0.008427855,0,0,0,0
COMERCIO,Callao,1,94329.90359,0,31443.3012,35206.83,2035.71,0,3,34140,8950.67,2035.71,-957.13,-0.026466405,-1017.05,-0.333157536,-1017.05,-0.333157536
SERVICIO,Arequipa,1,93357.52469,0,31119.1749,69292.08,2558.31,0,2,26750,1061.33,2528.565,-3106.82,-0.04291253,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Arequipa,1,26057.11646,0,8685.705487,16550.13,2558.31,0,3,69500,8333,2528.565,-10063.21,-0.378126534,-3174.29,-0.550923754,-2548.5,-0.543144434
